Shapes,Talent Show,Prom Jewelry,Glove Size,Style 1,Shape 1,Carat 1,Metal 1,Gold Color 1,Style 2,Shape 2,Carat 2,Metal 2,Gold Color 2,Style 3,Shape 3,Carat 3,Metal 3,Gold Color 3,Style 4,Shape 4,Carat 4,Metal 4,Gold Color 4,Personality
Princess,In Crowd,Earrings Only,Medium,Elena,Princess,2ct,14k,White,Beatrice,Princess,2ct,18k,Rose,Elena,Princess,2ct,18k,Yellow,Alessia,Princess,3ct,Platinum,White,Trendy
Princess,In Crowd,Earrings Only,Large,Beatrice,Princess,2ct,Platinum,White,Alessia,Princess,2ct,Platinum,White,Francesca,Princess,2ct,Platinum,White,Elena,Princess,3ct,14k,Rose,Trendy
Princess,In Crowd,No Jewelry,X-Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,1ct,18k,Rose,Gemma,Princess,2ct,14k,Yellow,Gemma,Princess,2ct,14k,White,Minimalistic
Princess,In Crowd,No Jewelry,Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,1ct,14k,Yellow,Gemma,Princess,2ct,18k,White,Gemma,Princess,2ct,Platinum,White,Minimalistic
Princess,In Crowd,No Jewelry,Medium,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,1ct,18k,White,Gemma,Princess,1ct,Platinum,White,Gemma,Princess,1ct,14k,Yellow,Minimalistic
Princess,In Crowd,No Jewelry,Large,Gemma,Princess,2ct,18k,White,Gemma,Princess,1ct,18k,Rose,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,14k,White,Minimalistic
Princess,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,2ct,18k,Yellow,Minimalistic
Princess,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Princess,2ct,14k,Yellow,Gemma,Princess,2ct,14k,White,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,Platinum,White,Minimalistic
Princess,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Princess,5ct,Platinum,White,Gemma,Princess,3ct,18k,Yellow,Gemma,Princess,5ct,Platinum,White,Gemma,Princess,4ct,Platinum,White,Minimalistic
Princess,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Princess,5ct,14k,White,Gemma,Princess,3ct,14k,White,Gemma,Princess,3ct,14k,Rose,Gemma,Princess,5ct,14k,Rose,Minimalistic
Princess,Not Attending,Necklace & Earrings,X-Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,14k,Yellow,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,2ct,14k,Rose,Minimalistic
Princess,Not Attending,Necklace & Earrings,Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,14k,White,Gemma,Princess,2ct,14k,White,Gemma,Princess,2ct,14k,White,Minimalistic
Princess,Not Attending,Necklace & Earrings,Medium,Gemma,Princess,1ct,Platinum,White,Gemma,Princess,3ct,18k,White,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,4ct,14k,Rose,Minimalistic
Princess,Not Attending,Necklace & Earrings,Large,Gemma,Princess,3ct,18k,Rose,Gemma,Princess,4ct,14k,Rose,Gemma,Princess,2ct,18k,White,Gemma,Princess,1ct,18k,Rose,Minimalistic
Princess,Not Attending,Earrings Only,X-Small,Gemma,Princess,2ct,18k,Rose,Gemma,Princess,1ct,18k,White,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,2ct,18k,Yellow,Minimalistic
Princess,Not Attending,Earrings Only,Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,18k,Yellow,Gemma,Princess,2ct,18k,Rose,Minimalistic
Princess,Not Attending,Earrings Only,Medium,Gemma,Princess,1ct,18k,White,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,14k,White,Gemma,Princess,2ct,18k,Yellow,Minimalistic
Princess,Not Attending,Earrings Only,Large,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,2ct,14k,Rose,Gemma,Princess,2ct,18k,Rose,Gemma,Princess,3ct,Platinum,White,Minimalistic
Princess,Not Attending,No Jewelry,X-Small,Gemma,Princess,2ct,18k,Rose,Gemma,Princess,1ct,14k,Yellow,Gemma,Princess,1ct,14k,White,Gemma,Princess,1ct,14k,White,Minimalistic
Princess,Not Attending,No Jewelry,Small,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,1ct,Platinum,White,Gemma,Princess,2ct,18k,Rose,Gemma,Princess,2ct,18k,Rose,Minimalistic
Princess,Not Attending,No Jewelry,Medium,Gemma,Princess,2ct,14k,White,Gemma,Princess,1ct,18k,Yellow,Gemma,Princess,2ct,Platinum,White,Gemma,Princess,1ct,14k,Rose,Minimalistic
Princess,Not Attending,No Jewelry,Large,Gemma,Princess,1ct,14k,Yellow,Gemma,Princess,1ct,Platinum,White,Gemma,Princess,2ct,14k,White,Gemma,Princess,1ct,18k,White,Minimalistic
Cushion,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,MIA,Cushion,2ct,14k,White,EMILIA,Cushion,2ct,Platinum,White,EMILIA,Cushion,2ct,14k,Rose,EMILIA,Cushion,2ct,14k,Rose,Glamorous
Cushion,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,CATERINA,Cushion,2ct,14k,White,EMILIA,Cushion,2ct,Platinum,White,GABRIELLA,Cushion,2ct,14k,White,Emma,Cushion,2ct,18k,Rose,Glamorous
Cushion,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,GABRIELLA,Cushion,5ct,14k,Rose,EMILIA,Cushion,4ct,18k,Yellow,CATERINA,Cushion,4ct,18k,White,EMILIA,Cushion,4ct,Platinum,White,Glamorous
Cushion,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Emma,Cushion,4ct,18k,Yellow,MIA,Cushion,3ct,14k,Yellow,GABRIELLA,Cushion,5ct,18k,Rose,MIA,Cushion,4ct,14k,White,Glamorous
Cushion,Center Stage,Necklace & Earrings,X-Small,CAMILLA,Cushion,2ct,18k,Rose,ARIA,Cushion,2ct,Platinum,White,Donatella,Cushion,2ct,18k,White,Bianca,Cushion,2ct,18k,White,Classic
Cushion,Center Stage,Necklace & Earrings,Small,GIORGINA,Cushion,2ct,14k,Rose,CAMILLA,Cushion,2ct,Platinum,White,ANGELINA,Cushion,2ct,18k,White,GIORGINA,Cushion,2ct,14k,Yellow,Classic
Cushion,Center Stage,Necklace & Earrings,Medium,ARIA,Cushion,3ct,14k,Yellow,Bianca,Cushion,3ct,18k,Yellow,ARIA,Cushion,2ct,Platinum,White,GIORGINA,Cushion,2ct,Platinum,White,Classic
Cushion,Center Stage,Necklace & Earrings,Large,Arianna,Cushion,4ct,14k,Rose,DANIELLA,Cushion,2ct,Platinum,White,CAMILLA,Cushion,2ct,14k,Yellow,GIULIA,Cushion,4ct,18k,White,Classic
Cushion,Center Stage,Earrings Only,X-Small,Beatrice,Cushion,2ct,14k,Rose,Gianna,Cushion,1ct,18k,Rose,Francesca,Cushion,2ct,Platinum,White,Gianna,Cushion,2ct,14k,White,Trendy
Cushion,Center Stage,Earrings Only,Small,Francesca,Cushion,2ct,18k,Yellow,Gianna,Cushion,1ct,Platinum,White,Gianna,Cushion,2ct,Platinum,White,Francesca,Cushion,2ct,18k,Rose,Trendy
Cushion,Center Stage,Earrings Only,Medium,Beatrice,Cushion,2ct,14k,Rose,Gianna,Cushion,2ct,18k,White,Francesca,Cushion,2ct,18k,Yellow,Alessia,Cushion,1ct,18k,Rose,Trendy
Cushion,Center Stage,Earrings Only,Large,Beatrice,Cushion,2ct,14k,White,Elena,Cushion,2ct,14k,Yellow,Gianna,Cushion,3ct,18k,Yellow,Francesca,Cushion,2ct,18k,White,Trendy
Cushion,Center Stage,No Jewelry,X-Small,Gianna,Cushion,2ct,Platinum,White,Elena,Cushion,1ct,18k,Yellow,Elena,Cushion,2ct,Platinum,White,Elena,Cushion,1ct,Platinum,White,Trendy
Cushion,Center Stage,No Jewelry,Small,Francesca,Cushion,2ct,14k,Yellow,Alessia,Cushion,1ct,18k,Rose,Francesca,Cushion,2ct,18k,White,Alessia,Cushion,2ct,Platinum,White,Trendy
Cushion,Center Stage,No Jewelry,Medium,Alessia,Cushion,1ct,14k,Yellow,Beatrice,Cushion,2ct,18k,Yellow,Elena,Cushion,2ct,18k,Yellow,Beatrice,Cushion,1ct,Platinum,White,Trendy
Cushion,Center Stage,No Jewelry,Large,Gianna,Cushion,1ct,18k,Yellow,Alessia,Cushion,1ct,18k,Yellow,Gianna,Cushion,1ct,Platinum,White,Alessia,Cushion,1ct,14k,White,Trendy
Cushion,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,18k,Yellow,Minimalistic
Cushion,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,18k,Rose,Minimalistic
Cushion,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Cushion,4ct,Platinum,White,Gemma,Cushion,5ct,14k,White,Gemma,Cushion,5ct,Platinum,White,Gemma,Cushion,5ct,Platinum,White,Minimalistic
Cushion,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Cushion,4ct,14k,Rose,Gemma,Cushion,3ct,18k,Rose,Gemma,Cushion,4ct,18k,White,Gemma,Cushion,4ct,18k,Rose,Minimalistic
Cushion,In Crowd,Necklace & Earrings,X-Small,DANIELLA,Cushion,2ct,14k,Yellow,CAMILLA,Cushion,2ct,Platinum,White,DANIELLA,Cushion,2ct,Platinum,White,DANIELLA,Cushion,2ct,14k,Yellow,Classic
Cushion,In Crowd,Necklace & Earrings,Small,CAMILLA,Cushion,2ct,14k,Rose,DANIELLA,Cushion,2ct,14k,Rose,Donatella,Cushion,2ct,14k,White,GIULIA,Cushion,2ct,Platinum,White,Classic
Cushion,In Crowd,Necklace & Earrings,Medium,CAMILLA,Cushion,2ct,18k,Yellow,ANGELINA,Cushion,3ct,Platinum,White,ARIA,Cushion,4ct,18k,Rose,DANIELLA,Cushion,1ct,18k,Yellow,Classic
Cushion,In Crowd,Necklace & Earrings,Large,ANGELINA,Cushion,2ct,14k,Rose,Donatella,Cushion,4ct,Platinum,White,GIORGINA,Cushion,2ct,14k,Rose,GIORGINA,Cushion,1ct,14k,White,Classic
Cushion,In Crowd,Earrings Only,X-Small,Beatrice,Cushion,1ct,14k,Yellow,Alessia,Cushion,1ct,Platinum,White,Alessia,Cushion,2ct,Platinum,White,Beatrice,Cushion,1ct,18k,Yellow,Trendy
Cushion,In Crowd,Earrings Only,Small,Gianna,Cushion,1ct,14k,White,Elena,Cushion,1ct,18k,Yellow,Beatrice,Cushion,2ct,14k,Yellow,Francesca,Cushion,2ct,14k,White,Trendy
Cushion,In Crowd,Earrings Only,Medium,Gianna,Cushion,1ct,18k,Rose,Gianna,Cushion,2ct,18k,White,Beatrice,Cushion,2ct,Platinum,White,Francesca,Cushion,2ct,Platinum,White,Trendy
Cushion,In Crowd,Earrings Only,Large,Gianna,Cushion,3ct,Platinum,White,Alessia,Cushion,2ct,14k,White,Alessia,Cushion,1ct,14k,Rose,Alessia,Cushion,2ct,Platinum,White,Trendy
Cushion,In Crowd,No Jewelry,X-Small,Gemma,Cushion,2ct,14k,Rose,Gemma,Cushion,2ct,14k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,14k,Yellow,Minimalistic
Cushion,In Crowd,No Jewelry,Small,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,1ct,18k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,14k,Rose,Minimalistic
Cushion,In Crowd,No Jewelry,Medium,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,1ct,18k,Rose,Gemma,Cushion,2ct,18k,Rose,Gemma,Cushion,1ct,Platinum,White,Minimalistic
Cushion,In Crowd,No Jewelry,Large,Gemma,Cushion,1ct,18k,Rose,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,1ct,Platinum,White,Gemma,Cushion,1ct,14k,Rose,Minimalistic
Cushion,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Cushion,2ct,14k,Yellow,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,18k,White,Gemma,Cushion,2ct,Platinum,White,Minimalistic
Cushion,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Cushion,2ct,18k,Rose,Gemma,Cushion,2ct,14k,Rose,Gemma,Cushion,2ct,18k,White,Gemma,Cushion,2ct,Platinum,White,Minimalistic
Cushion,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Cushion,4ct,14k,White,Gemma,Cushion,4ct,18k,Rose,Gemma,Cushion,4ct,18k,Yellow,Gemma,Cushion,4ct,18k,Rose,Minimalistic
Cushion,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Cushion,5ct,14k,Yellow,Gemma,Cushion,5ct,14k,Yellow,Gemma,Cushion,4ct,Platinum,White,Gemma,Cushion,4ct,Platinum,White,Minimalistic
Cushion,Not Attending,Necklace & Earrings,X-Small,Gemma,Cushion,2ct,18k,White,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,18k,Yellow,Minimalistic
Cushion,Not Attending,Necklace & Earrings,Small,Gemma,Cushion,2ct,18k,White,Gemma,Cushion,2ct,14k,Yellow,Gemma,Cushion,2ct,14k,Yellow,Gemma,Cushion,2ct,14k,Rose,Minimalistic
Cushion,Not Attending,Necklace & Earrings,Medium,Gemma,Cushion,1ct,18k,Rose,Gemma,Cushion,4ct,18k,Yellow,Gemma,Cushion,3ct,Platinum,White,Gemma,Cushion,1ct,14k,White,Minimalistic
Cushion,Not Attending,Necklace & Earrings,Large,Gemma,Cushion,4ct,Platinum,White,Gemma,Cushion,3ct,Platinum,White,Gemma,Cushion,3ct,Platinum,White,Gemma,Cushion,3ct,14k,Yellow,Minimalistic
Cushion,Not Attending,Earrings Only,X-Small,Gemma,Cushion,2ct,18k,Rose,Gemma,Cushion,1ct,14k,White,Gemma,Cushion,1ct,18k,Rose,Gemma,Cushion,2ct,14k,Yellow,Minimalistic
Cushion,Not Attending,Earrings Only,Small,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,1ct,14k,Yellow,Gemma,Cushion,2ct,18k,Rose,Gemma,Cushion,2ct,14k,Rose,Minimalistic
Cushion,Not Attending,Earrings Only,Medium,Gemma,Cushion,2ct,18k,White,Gemma,Cushion,2ct,14k,White,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,18k,White,Minimalistic
Cushion,Not Attending,Earrings Only,Large,Gemma,Cushion,2ct,14k,White,Gemma,Cushion,1ct,Platinum,White,Gemma,Cushion,2ct,14k,Rose,Gemma,Cushion,2ct,14k,Yellow,Minimalistic
Cushion,Not Attending,No Jewelry,X-Small,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,Platinum,White,Minimalistic
Cushion,Not Attending,No Jewelry,Small,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,2ct,14k,Yellow,Gemma,Cushion,2ct,14k,White,Minimalistic
Cushion,Not Attending,No Jewelry,Medium,Gemma,Cushion,2ct,18k,Yellow,Gemma,Cushion,2ct,Platinum,White,Gemma,Cushion,1ct,Platinum,White,Gemma,Cushion,1ct,14k,Rose,Minimalistic
Cushion,Not Attending,No Jewelry,Large,Gemma,Cushion,2ct,14k,White,Gemma,Cushion,1ct,18k,Yellow,Gemma,Cushion,2ct,18k,Rose,Gemma,Cushion,2ct,18k,Rose,Minimalistic
Radiant,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,GABRIELLA,Radiant,2ct,Platinum,White,CATERINA,Radiant,2ct,14k,Rose,EMILIA,Radiant,2ct,Platinum,White,EMILIA,Radiant,2ct,14k,White,Glamorous
Radiant,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,MIA,Radiant,2ct,Platinum,White,MIA,Radiant,2ct,Platinum,White,MIA,Radiant,2ct,14k,Rose,CATERINA,Radiant,2ct,14k,White,Glamorous
Radiant,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,MIA,Radiant,5ct,14k,Yellow,MIA,Radiant,3ct,Platinum,White,Emma,Radiant,4ct,18k,Rose,CATERINA,Radiant,4ct,Platinum,White,Glamorous
Radiant,Center Stage,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,CATERINA,Radiant,4ct,Platinum,White,Emma,Radiant,3ct,14k,Yellow,EMILIA,Radiant,4ct,Platinum,White,MIA,Radiant,3ct,14k,White,Glamorous
Radiant,Center Stage,Necklace & Earrings,X-Small,Donatella,Radiant,2ct,Platinum,White,ANGELINA,Radiant,2ct,14k,Yellow,Bianca,Radiant,2ct,18k,Yellow,DANIELLA,Radiant,2ct,Platinum,White,Classic
Radiant,Center Stage,Necklace & Earrings,Small,Donatella,Radiant,2ct,14k,Rose,ARIA,Radiant,2ct,Platinum,White,ARIA,Radiant,2ct,Platinum,White,GIORGINA,Radiant,2ct,Platinum,White,Classic
Radiant,Center Stage,Necklace & Earrings,Medium,ARIA,Radiant,4ct,Platinum,White,ANGELINA,Radiant,2ct,18k,Rose,ARIA,Radiant,2ct,18k,Yellow,GIULIA,Radiant,1ct,14k,Yellow,Classic
Radiant,Center Stage,Necklace & Earrings,Large,GIULIA,Radiant,4ct,Platinum,White,GIULIA,Radiant,4ct,18k,White,DANIELLA,Radiant,4ct,Platinum,White,Arianna,Radiant,2ct,Platinum,White,Classic
Radiant,Center Stage,Earrings Only,X-Small,Francesca,Radiant,1ct,Platinum,White,Beatrice,Radiant,2ct,18k,Rose,Gianna,Radiant,2ct,Platinum,White,Francesca,Radiant,2ct,Platinum,White,Trendy
Radiant,Center Stage,Earrings Only,Small,Francesca,Radiant,2ct,18k,Yellow,Alessia,Radiant,1ct,18k,White,Elena,Radiant,2ct,14k,Yellow,Alessia,Radiant,2ct,18k,White,Trendy
Radiant,Center Stage,Earrings Only,Medium,Alessia,Radiant,1ct,Platinum,White,Francesca,Radiant,3ct,18k,Yellow,Francesca,Radiant,2ct,14k,White,Francesca,Radiant,1ct,18k,White,Trendy
Radiant,Center Stage,Earrings Only,Large,Francesca,Radiant,2ct,18k,Yellow,Alessia,Radiant,1ct,18k,Yellow,Elena,Radiant,2ct,18k,Yellow,Beatrice,Radiant,3ct,14k,Rose,Trendy
Radiant,Center Stage,No Jewelry,X-Small,Alessia,Radiant,2ct,18k,Yellow,Elena,Radiant,1ct,Platinum,White,Beatrice,Radiant,2ct,14k,Yellow,Beatrice,Radiant,2ct,18k,Rose,Trendy
Radiant,Center Stage,No Jewelry,Small,Alessia,Radiant,2ct,18k,Yellow,Elena,Radiant,2ct,Platinum,White,Francesca,Radiant,2ct,18k,Yellow,Alessia,Radiant,2ct,18k,Yellow,Trendy
Radiant,Center Stage,No Jewelry,Medium,Elena,Radiant,2ct,Platinum,White,Beatrice,Radiant,1ct,18k,Rose,Alessia,Radiant,2ct,14k,Yellow,Elena,Radiant,2ct,18k,Yellow,Trendy
Radiant,Center Stage,No Jewelry,Large,Elena,Radiant,2ct,Platinum,White,Beatrice,Radiant,1ct,18k,Yellow,Francesca,Radiant,2ct,18k,Rose,Beatrice,Radiant,1ct,Platinum,White,Trendy
Radiant,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Radiant,2ct,14k,Rose,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,Platinum,White,Minimalistic
Radiant,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,2ct,14k,Rose,Minimalistic
Radiant,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Radiant,4ct,18k,Rose,Gemma,Radiant,5ct,Platinum,White,Gemma,Radiant,4ct,14k,Yellow,Gemma,Radiant,4ct,14k,White,Minimalistic
Radiant,In Crowd,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Radiant,4ct,Platinum,White,Gemma,Radiant,4ct,Platinum,White,Gemma,Radiant,4ct,Platinum,White,Gemma,Radiant,4ct,Platinum,White,Minimalistic
Radiant,In Crowd,Necklace & Earrings,X-Small,GIULIA,Radiant,2ct,18k,White,ARIA,Radiant,2ct,18k,Yellow,GIULIA,Radiant,2ct,18k,Rose,Arianna,Radiant,2ct,18k,Yellow,Classic
Radiant,In Crowd,Necklace & Earrings,Small,Bianca,Radiant,2ct,Platinum,White,ARIA,Radiant,2ct,14k,White,CAMILLA,Radiant,2ct,18k,Yellow,ARIA,Radiant,2ct,14k,Yellow,Classic
Radiant,In Crowd,Necklace & Earrings,Medium,Bianca,Radiant,1ct,18k,Yellow,ANGELINA,Radiant,2ct,Platinum,White,Donatella,Radiant,2ct,14k,Yellow,GIORGINA,Radiant,3ct,18k,White,Classic
Radiant,In Crowd,Necklace & Earrings,Large,CAMILLA,Radiant,1ct,18k,White,Bianca,Radiant,2ct,18k,Rose,ANGELINA,Radiant,2ct,14k,Rose,Bianca,Radiant,1ct,14k,Yellow,Classic
Radiant,In Crowd,Earrings Only,X-Small,Beatrice,Radiant,2ct,18k,Yellow,Gianna,Radiant,1ct,14k,White,Gianna,Radiant,2ct,Platinum,White,Gianna,Radiant,1ct,18k,Rose,Trendy
Radiant,In Crowd,Earrings Only,Small,Elena,Radiant,2ct,14k,Rose,Beatrice,Radiant,1ct,Platinum,White,Gianna,Radiant,2ct,Platinum,White,Alessia,Radiant,2ct,14k,Rose,Trendy
Radiant,In Crowd,Earrings Only,Medium,Gianna,Radiant,1ct,14k,White,Gianna,Radiant,1ct,14k,Yellow,Elena,Radiant,3ct,18k,Yellow,Gianna,Radiant,2ct,14k,Yellow,Trendy
Radiant,In Crowd,Earrings Only,Large,Alessia,Radiant,2ct,14k,Yellow,Francesca,Radiant,2ct,14k,Yellow,Elena,Radiant,3ct,18k,Rose,Gianna,Radiant,2ct,14k,Yellow,Trendy
Radiant,In Crowd,No Jewelry,X-Small,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,1ct,14k,Rose,Gemma,Radiant,2ct,14k,Yellow,Gemma,Radiant,1ct,14k,Yellow,Minimalistic
Radiant,In Crowd,No Jewelry,Small,Gemma,Radiant,1ct,14k,Yellow,Gemma,Radiant,1ct,14k,Rose,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,1ct,18k,White,Minimalistic
Radiant,In Crowd,No Jewelry,Medium,Gemma,Radiant,2ct,14k,White,Gemma,Radiant,2ct,14k,Yellow,Gemma,Radiant,2ct,14k,White,Gemma,Radiant,1ct,Platinum,White,Minimalistic
Radiant,In Crowd,No Jewelry,Large,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,1ct,Platinum,White,Minimalistic
Radiant,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",X-Small,Gemma,Radiant,2ct,14k,Rose,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,18k,White,Minimalistic
Radiant,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Small,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,14k,Yellow,Minimalistic
Radiant,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Medium,Gemma,Radiant,5ct,14k,White,Gemma,Radiant,3ct,18k,White,Gemma,Radiant,4ct,18k,White,Gemma,Radiant,4ct,14k,Yellow,Minimalistic
Radiant,Not Attending,"Full Sparkle (Necklace, Earrings, Bracelet, Watch)",Large,Gemma,Radiant,5ct,18k,White,Gemma,Radiant,5ct,18k,Yellow,Gemma,Radiant,4ct,18k,Yellow,Gemma,Radiant,3ct,18k,Rose,Minimalistic
Radiant,Not Attending,Necklace & Earrings,X-Small,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,2ct,14k,White,Gemma,Radiant,2ct,14k,White,Gemma,Radiant,2ct,Platinum,White,Minimalistic
Radiant,Not Attending,Necklace & Earrings,Small,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,2ct,14k,White,Gemma,Radiant,2ct,14k,Yellow,Gemma,Radiant,2ct,18k,Rose,Minimalistic
Radiant,Not Attending,Necklace & Earrings,Medium,Gemma,Radiant,4ct,Platinum,White,Gemma,Radiant,4ct,18k,Rose,Gemma,Radiant,4ct,14k,White,Gemma,Radiant,1ct,Platinum,White,Minimalistic
Radiant,Not Attending,Necklace & Earrings,Large,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,4ct,18k,Rose,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,1ct,14k,Rose,Minimalistic
Radiant,Not Attending,Earrings Only,X-Small,Gemma,Radiant,2ct,14k,Yellow,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,2ct,14k,Rose,Minimalistic
Radiant,Not Attending,Earrings Only,Small,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,14k,Rose,Gemma,Radiant,2ct,14k,White,Minimalistic
Radiant,Not Attending,Earrings Only,Medium,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,1ct,14k,White,Gemma,Radiant,1ct,18k,White,Gemma,Radiant,2ct,14k,Rose,Minimalistic
Radiant,Not Attending,Earrings Only,Large,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,2ct,14k,Yellow,Gemma,Radiant,2ct,18k,Rose,Gemma,Radiant,1ct,18k,White,Minimalistic
Radiant,Not Attending,No Jewelry,X-Small,Gemma,Radiant,1ct,18k,Rose,Gemma,Radiant,1ct,18k,White,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,1ct,Platinum,White,Minimalistic
Radiant,Not Attending,No Jewelry,Small,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,1ct,18k,Yellow,Gemma,Radiant,2ct,Platinum,White,Gemma,Radiant,2ct,18k,Yellow,Minimalistic
Radiant,Not Attending,No Jewelry,Medium,Gemma,Radiant,2ct,18k,Yellow,Gemma,Radiant,1ct,18k,Rose,Gemma,Radiant,1ct,14k,Rose,Gemma,Radiant,2ct,Platinum,White,Minimalistic
Radiant,Not Attending,No Jewelry,Large,Gemma,Radiant,1ct,14k,White,Gemma,Radiant,1ct,Platinum,White,Gemma,Radiant,2ct,18k,White,Gemma,Radiant,1ct,14k,White,Minimalistic
